[2024-04-22 15:36:55,074]: [Main.py]: <module>: 11:       INFO:    [Started]
[2024-04-22 15:36:56,655]: [Iron_Scraper.py]: Scrap: 35:       INFO:    [Data Scaraped Successfully]
[2024-04-22 15:36:56,850]: [Iron_Scraper.py]: Scrap: 73:       INFO:    [Scrapped Data Has No Problem]
[2024-04-22 15:36:56,850]: [Iron_Scraper.py]: Scrap: 86:       INFO:    [Data Saved Successfully]
[2024-04-22 15:36:56,850]: [Iron.py]: Run: 26:       INFO:    [Scraping Phase Completed]
[2024-04-22 15:36:56,850]: [Iron_Data_Processor.py]: Data_Reader: 64:       INFO:    [Data File Has Been Red Successfully]
[2024-04-22 15:36:56,850]: [Iron_Data_Processor.py]: Shaper: 81:       INFO:    [Data Shaped]
[2024-04-22 15:36:56,851]: [Iron_Data_Processor.py]: Process: 229:       INFO:    [Data Cleaned]
[2024-04-22 15:36:56,851]: [Iron_Data_Processor.py]: Make_Pages_Objects: 104:       INFO:    [Page Objects Has Been Made]
[2024-04-22 15:36:56,851]: [Iron_Data_Processor.py]: Make_Pages_Objects: 104:       INFO:    [Page Objects Has Been Made]
[2024-04-22 15:36:56,851]: [Iron_Data_Processor.py]: Load_Data: 121:       INFO:    [Data Has Been Load]
[2024-04-22 15:36:56,851]: [Iron_Data_Processor.py]: Load_Data: 121:       INFO:    [Data Has Been Load]
[2024-04-22 15:36:56,851]: [Iron_Data_Processor.py]: Load_positions: 144:       INFO:    [Positions Are Ready]
[2024-04-22 15:36:56,851]: [Iron_Data_Processor.py]: Load_positions: 144:       INFO:    [Positions Are Ready]
[2024-04-22 15:36:56,871]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Currency_Gold/1-Tir_Ahan.png]
[2024-04-22 15:36:57,073]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Currency_Gold/2-Milgerd.png]
[2024-04-22 15:36:57,236]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Currency_Gold/3-Profill.png]
[2024-04-22 15:36:57,416]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Currency_Gold/4-Nawdani.png]
[2024-04-22 15:36:57,621]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Currency_Gold/5-Nabshi.png]
[2024-04-22 15:36:57,837]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Currency_Gold/6-Waraq_Siah.png]
[2024-04-22 15:36:57,999]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Currency_Gold/7-Tasme_Maftoul.png]
[2024-04-22 15:36:58,168]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Currency_Gold/8-Khamoot.png]
[2024-04-22 15:36:58,390]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Currency_Gold/9-Waraq_Galwanize.png]
[2024-04-22 15:36:58,575]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Akhbar_Eghtesadi/1-Tir_Ahan.png]
[2024-04-22 15:36:58,757]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Akhbar_Eghtesadi/2-Milgerd.png]
[2024-04-22 15:36:58,923]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Akhbar_Eghtesadi/3-Profill.png]
[2024-04-22 15:36:59,076]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Akhbar_Eghtesadi/4-Nawdani.png]
[2024-04-22 15:36:59,247]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Akhbar_Eghtesadi/5-Nabshi.png]
[2024-04-22 15:36:59,424]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Akhbar_Eghtesadi/6-Waraq_Siah.png]
[2024-04-22 15:36:59,591]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Akhbar_Eghtesadi/7-Tasme_Maftoul.png]
[2024-04-22 15:36:59,743]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Akhbar_Eghtesadi/8-Khamoot.png]
[2024-04-22 15:36:59,913]: [Iron_Data_Processor.py]: Make_Tagged_Images: 192:       WARNING:    [file path:Outputs/Iron/Images/Akhbar_Eghtesadi/9-Waraq_Galwanize.png]
[2024-04-22 15:37:00,500]: [Iron_Data_Processor.py]: Make_Cover_Page: 217:       INFO:    [Made Cover Pages]
[2024-04-22 15:37:00,500]: [Iron.py]: Run: 29:       INFO:    [Imagination Phase Completed]
[2024-04-22 15:37:04,085]: [Phone_Scraper.py]: Scrap: 59:       INFO:    [Data Scraped]
[2024-04-22 15:37:04,086]: [Phone_Scraper.py]: Scrap: 71:       INFO:    [Scraped Data Successfully]
[2024-04-22 15:37:04,086]: [Phone.py]: Run: 26:       INFO:    [Scraping Phase Complete]
[2024-04-22 15:37:04,086]: [Phone_Data_Processor.py]: data_reader: 33:       CRITICAL:    [Failed To Load Scraped Data File]
[2024-04-22 15:37:04,086]: [Phone_Data_Processor.py]: filter_list: 62:       INFO:    [Persian Phrases Are deleted]
